Quarter,Channel,Customer ID,Country,Product Line,Revenue,Product Cost,Customer Service Cost,Profit
1,EML,INB,USA,Third Party Products,3,2,0,-0
2,BRH,AGR,Argentina,Deposit Products,2,2,0,-0
4,INT,WEM,Argentina,Deposit Products,7,8,1,-3
1,CCT,EBP,France,Revolving Credit Products,3,2,0,1
1,INT,MAM,Columbia,Third Party Products,1,2,0,-1
2,CCT,EBP,Hong Kong,Fee Based Products,2,1,0,1
4,BRH,EBP,Brazil,Third Party Products,4,3,0,1
2,INT,MRT,Sweden,Deposit Products,10,4,1,6
3,INT,PBI,New Zealand,Other Products,11,12,2,-3
3,MAL,EBP,India,Revolving Credit Products,62,73,16,-27
1,INT,EBP,India,Credit Products,23,21,3,-1
4,ATM,WEB,Costa Rica,Revolving Credit Products,157,62,8,87
4,EML,MRT,Canada,Third Party Products,3,1,0,1
4,BRH,WEB,Finland,Fee Based Products,1,1,0,1
1,TEL,WEB,China,Revolving Credit Products,3,2,0,0
4,INT,WEB,Denmark,Deposit Products,4,2,0,2
2,INT,WEB,Japan,Third Party Products,3,4,1,-1
1,DSA,WEB,Great Britain,Deposit Products,23,27,4,-8
2,CCT,EBP,Panama,Revolving Credit Products,42,24,4,14
1,INT,MRT,Guatemala,Revolving Credit Products,17,16,4,-3
4,CCT,MAM,Switzerland,Deposit Products,4,4,1,-1
2,CCT,MAM,Great Britain,Revolving Credit Products,2,2,0,1
2,CCT,MAM,Finland,Fee Based Products,2,1,0,1
1,BRH,WEB,Nigeria,Credit Products,6,7,2,-3
2,INT,RPB,Venezuela,Deposit Products,4,2,0,2
1,INT,WEM,Argentina,Deposit Products,8,7,1,0
2,TEL,AFF,USA,Revolving Credit Products,2,3,0,-1
4,EML,FRT,Germany,Deposit Products,8,9,1,-2
4,BRH,WEM,Australia,Revolving Credit Products,3,2,0,1
4,CCT,RPB,Denmark,Revolving Credit Products,3,1,0,2
4,CCT,WEM,Panama,Deposit Products,2,1,0,-0
4,MOP,AGR,USA,Credit Products,4,2,0,2
3,BRH,MAM,Japan,Revolving Credit Products,63,74,10,-20
1,BRH,WEM,New Zealand,Other Products,2,2,0,-0
4,BRH,MRT,Venezuela,Credit Products,8,8,1,-1
2,BRH,FRT,Korea,Revolving Credit Products,33,43,6,-15
1,EML,MRT,Spain,Deposit Products,2,1,0,1
1,CCT,RPB,Spain,Fee Based Products,2,2,0,-0
1,EML,RPB,Australia,Deposit Products,3,1,0,1
2,CCT,WEB,Finland,Revolving Credit Products,10,5,1,4
1,CCT,EBP,Argentina,Deposit Products,9,10,1,-2
1,EML,WEM,Venezuela,Other Products,3,3,1,-1
1,TEL,MAM,Australia,Fee Based Products,4,2,0,2
1,BRH,FRT,Indonesia,Deposit Products,3,3,1,-1
2,DSA,WEB,Belgium,Deposit Products,3,3,1,-1
1,BRH,PBI,Germany,Deposit Products,4,2,0,1
3,TEL,HEC,USA,Deposit Products,38,34,4,0
4,TEL,MAM,Australia,Fee Based Products,4,3,0,0
1,CCT,RPB,Canada,Fee Based Products,5,4,1,0
4,INT,EBP,Finland,Third Party Products,3,3,1,-1
4,CCT,MAM,Belgium,Deposit Products,4,4,1,-1
2,TEL,WEB,Canada,Credit Products,25,30,4,-9
1,CCT,EBP,Ecuador,Deposit Products,24,9,1,14
3,CCT,PBI,France,Third Party Products,13,15,2,-4
3,TEL,MFN,Taiwan,Revolving Credit Products,33,32,7,-7
3,EML,RPB,Korea,Deposit Products,12,11,3,-2
4,CCT,FRT,Hong Kong,Deposit Products,7,7,1,-1
1,INT,MFN,Poland,Deposit Products,7,6,1,1
4,BRH,AGR,Switzerland,Deposit Products,6,6,1,-1
3,INT,WEB,Uruguay,Third Party Products,13,13,2,-2
4,BRH,EBP,Hong Kong,Deposit Products,3,3,0,-0
4,CCT,MFN,Hong Kong,Deposit Products,11,11,2,-2
2,CCT,RPB,Panama,Third Party Products,3,4,1,-1
4,CCT,PBI,Czechoslovakia,Third Party Products,2,1,0,1
4,INT,MFN,Great Britain,Deposit Products,21,10,2,9
4,CCT,SBE,USA,Other Products,9,6,1,1
4,EML,PBI,South Africa,Revolving Credit Products,6,5,1,-0
2,INT,FRT,Finland,Other Products,2,2,0,-1
4,EML,EBP,Japan,Revolving Credit Products,37,22,5,10
4,CCT,WEM,Belgium,Other Products,4,1,0,2
1,INT,PBI,Spain,Credit Products,4,2,0,1
1,INT,EBP,Finland,Third Party Products,3,4,1,-2
1,INT,MFN,Finland,Credit Products,46,27,3,16
4,MOP,WEB,Australia,Deposit Products,1,1,0,1
2,CCT,PBI,Switzerland,Deposit Products,2,1,0,1
2,TEL,WEM,Great Britain,Fee Based Products,4,2,0,1
2,CCT,WEB,Taiwan,Other Products,5,2,0,2
1,BRH,MAM,South Africa,Deposit Products,1,1,0,0
2,EML,MRT,Venezuela,Credit Products,8,7,1,-1
1,EML,WEB,Korea,Credit Products,3,4,1,-1
2,EML,MFN,Hong Kong,Other Products,3,1,0,1
2,EML,PBI,Singapore,Revolving Credit Products,20,14,3,2
1,CCT,MFN,South Africa,Credit Products,24,24,6,-6
2,BRH,FRT,Japan,Fee Based Products,3,4,1,-2
4,BRH,FRT,Sweden,Revolving Credit Products,11,12,2,-2
1,EML,EBP,Indonesia,Deposit Products,3,3,0,-1
3,CCT,PBI,Ireland,Deposit Products,13,6,1,6
4,INT,PBI,Brazil,Fee Based Products,4,3,1,0
1,EML,WEB,New Zealand,Revolving Credit Products,38,22,3,13
4,BRH,WEB,Norway,Deposit Products,6,7,1,-2
3,BRH,PBI,Brazil,Credit Products,74,75,12,-13
4,CCT,RPB,Chile,Deposit Products,4,2,0,1
2,CCT,EBP,Sweden,Revolving Credit Products,14,17,2,-5
4,INT,AFF,USA,Revolving Credit Products,3,2,0,0
3,CCT,EBP,Switzerland,Deposit Products,12,10,1,0
2,BRH,PBI,Puerto Rico,Deposit Products,7,5,1,2
3,EML,CAM,USA,Third Party Products,11,7,2,3
2,BRH,RPB,Netherlands,Deposit Products,3,4,1,-1
3,BRH,WEB,Netherlands,Other Products,11,9,2,0
3,ATM,WEM,Nigeria,Credit Products,62,59,7,-4
4,EML,EBP,Argentina,Deposit Products,3,2,0,1
1,TEL,WEB,Hong Kong,Deposit Products,8,5,1,2
2,INT,WEB,Switzerland,Credit Products,3,3,1,-1
2,EML,WEB,Puerto Rico,Other Products,1,1,0,1
4,EML,MRT,Spain,Credit Products,2,2,0,-1
3,TEL,MAM,Oman,Revolving Credit Products,13,15,3,-5
3,EML,WEM,Malaysia,Credit Products,11,11,2,-2
1,BRH,WEB,Great Britain,Revolving Credit Products,226,152,28,47
4,MAL,MRT,Panama,Deposit Products,62,67,8,-12
1,INT,RPB,Taiwan,Deposit Products,7,5,1,1
1,INT,WEM,Taiwan,Deposit Products,3,1,0,1
2,CCT,MAM,Venezuela,Fee Based Products,3,3,0,0
1,BRH,WEM,Germany,Deposit Products,2,2,0,-0
1,EML,FRT,Finland,Other Products,8,8,1,-1
2,INT,MFN,Korea,Fee Based Products,2,1,0,1
1,EML,FRT,Hong Kong,Deposit Products,2,2,0,-0
4,CCT,MAM,Costa Rica,Credit Products,3,2,0,2
4,BRH,RPB,Venezuela,Third Party Products,2,1,0,1
4,MAL,MAM,Panama,Revolving Credit Products,58,32,8,18
2,EML,WEM,Panama,Deposit Products,4,3,1,0
2,BRH,MFN,India,Third Party Products,1,1,0,1
2,CCT,PBI,Japan,Third Party Products,3,2,0,1
4,EML,FRT,France,Fee Based Products,3,4,1,-1
2,BRH,MAM,Belgium,Revolving Credit Products,6,3,1,2
2,BRH,MRT,Spain,Third Party Products,2,1,0,1
4,INT,PBI,Oman,Deposit Products,2,1,0,1
4,EML,EBP,Panama,Credit Products,36,48,6,-18
2,EML,WEM,Canada,Fee Based Products,5,6,1,-2
1,EML,MFN,France,Fee Based Products,2,2,0,-0
4,BRH,PBI,Netherlands,Revolving Credit Products,3,3,0,-0
2,CCT,MFN,China,Deposit Products,3,2,0,-0
2,CCT,MAM,Australia,Revolving Credit Products,3,3,0,-0
1,INT,FRT,India,Deposit Products,6,4,1,1
2,BRH,EBP,France,Revolving Credit Products,31,25,4,3
1,BRH,MRT,Great Britain,Third Party Products,6,3,0,3
2,INT,MAM,Japan,Deposit Products,3,2,0,0
1,BRH,MRT,Thailand,Deposit Products,3,2,0,1
4,EML,MFN,Finland,Other Products,2,1,0,1
3,CCT,MAM,Columbia,Fee Based Products,12,14,2,-4
1,BRH,EBP,Ecuador,Deposit Products,3,3,0,0
2,MOP,EBP,Ecuador,Deposit Products,2,1,0,1
4,BRH,EBP,Korea,Fee Based Products,2,1,0,1
2,DSA,EBP,Costa Rica,Other Products,3,2,0,0
4,MOP,WEB,Australia,Revolving Credit Products,3,3,1,-0
1,CCT,STF,USA,Fee Based Products,6,6,1,-0
1,EML,PBI,Brazil,Revolving Credit Products,2,2,0,-1
2,BRH,MFN,Belgium,Deposit Products,2,1,0,1
1,CCT,WEM,Belgium,Other Products,3,3,0,-1
1,CCT,AGR,USA,Deposit Products,6,3,1,3
4,EML,PBI,Guam,Deposit Products,7,4,1,3
4,BRH,PBI,Japan,Third Party Products,5,7,1,-2
3,CCT,RPB,Brazil,Credit Products,11,7,1,3
2,EML,WEM,Denmark,Third Party Products,33,32,4,-2
2,BRH,WEB,Singapore,Deposit Products,2,1,0,1
2,BRH,MFN,Israel,Other Products,2,1,0,1
4,INT,WEB,India,Revolving Credit Products,4,5,1,-2
2,CCT,RPB,Denmark,Revolving Credit Products,3,2,0,0
3,BRH,EBP,Peru,Third Party Products,11,9,1,1
2,EML,SBE,USA,Fee Based Products,6,4,1,1
1,BRH,MFN,Finland,Third Party Products,3,2,0,0
1,BRH,EBP,Malaysia,Deposit Products,2,1,0,1
1,CCT,WEB,Poland,Deposit Products,4,5,1,-2
4,INT,FRT,Denmark,Deposit Products,2,1,0,1
2,EML,PBI,Venezuela,Fee Based Products,4,3,1,-0
2,INT,FRT,Panama,Deposit Products,2,2,1,-1
2,EML,MFN,Hong Kong,Deposit Products,2,2,0,-1
4,BRH,EBP,Peru,Credit Products,1,1,0,0
1,BRH,MAM,Hong Kong,Revolving Credit Products,40,22,4,14
2,BRH,FRT,Thailand,Deposit Products,2,2,0,-0
4,CCT,PBI,Great Britain,Deposit Products,13,8,2,3
4,INT,MFN,Philippines,Deposit Products,3,2,0,1
4,CCT,FRT,Great Britain,Other Products,3,3,1,-0
4,MOP,WEB,Poland,Deposit Products,4,3,0,-0
2,TEL,WEB,Taiwan,Deposit Products,6,4,1,2
1,ATM,MFN,Germany,Fee Based Products,57,56,10,-9
1,BRH,WEM,New Zealand,Deposit Products,2,1,0,1
1,EML,MAM,Oman,Deposit Products,5,3,0,1
4,CCT,MAM,Columbia,Deposit Products,47,63,16,-31
1,DSA,WEB,Norway,Credit Products,43,55,10,-23
2,EML,WEB,Belgium,Deposit Products,7,8,1,-2
1,BRH,EBP,Great Britain,Third Party Products,4,2,1,1
1,ATM,WEM,Germany,Third Party Products,58,70,13,-25
1,BRH,FRT,Germany,Other Products,2,1,0,1
2,BRH,WEM,Australia,Revolving Credit Products,3,3,1,-0
3,MOP,EBP,Venezuela,Deposit Products,24,11,2,11
3,MOP,MFN,New Zealand,Deposit Products,14,12,2,0
1,EML,WEB,Finland,Other Products,7,6,1,-0
4,BRH,MFN,Ireland,Deposit Products,6,7,1,-2
3,CCT,PBI,Canada,Fee Based Products,28,24,5,-1
2,MOP,WEB,Canada,Revolving Credit Products,3,4,0,-1
1,INT,MRT,China,Deposit Products,4,2,0,1
1,INT,EBP,Panama,Revolving Credit Products,9,11,2,-3
2,CCT,MAM,Belgium,Deposit Products,1,2,0,-1
1,EML,EBP,Mexico,Deposit Products,46,49,7,-9
2,ATM,FRT,India,Other Products,57,70,11,-24
2,CCT,AGR,Uruguay,Fee Based Products,3,2,0,1
1,CCT,MRT,Peru,Credit Products,2,2,0,-0
2,INT,CRE,USA,Fee Based Products,4,3,1,0
4,DSA,EBP,USA,Credit Products,7,8,1,-1
4,INT,PBI,Netherlands,Fee Based Products,2,2,1,-0
1,INT,FRT,Great Britain,Other Products,17,10,2,5
1,BRH,FRT,Switzerland,Fee Based Products,4,2,0,2
2,BRH,WEB,New Zealand,Other Products,3,4,1,-1
4,CCT,MRT,Netherlands,Credit Products,22,19,3,0
3,EML,WEB,China,Credit Products,12,7,1,4
1,CCT,EBP,Ireland,Deposit Products,7,5,1,1
2,CCT,RPB,Chile,Deposit Products,3,3,1,-1
2,BRH,PBI,Argentina,Deposit Products,4,4,1,-1
4,INT,MAM,South Africa,Credit Products,11,8,1,2
4,CCT,MFN,Poland,Revolving Credit Products,5,5,1,-2
2,ATM,WEB,Canada,Other Products,89,68,14,8
2,TEL,FRT,Australia,Other Products,2,3,1,-1
1,BRH,RPB,Ireland,Deposit Products,4,1,0,2
2,BRH,MRT,Columbia,Third Party Products,2,2,0,-1
4,TEL,MRT,China,Revolving Credit Products,36,31,7,-3
1,CCT,WEM,Czechoslovakia,Deposit Products,30,38,8,-16
4,TEL,FRT,Canada,Credit Products,16,15,3,-2
4,EML,WEB,South Africa,Other Products,15,18,2,-4
2,BRH,MRT,Poland,Revolving Credit Products,2,2,0,-0
1,EML,WEB,China,Deposit Products,15,17,4,-6
2,BRH,MAM,Switzerland,Deposit Products,24,30,5,-10
2,EML,FRT,France,Fee Based Products,2,2,0,-0
2,INT,AGR,Brazil,Fee Based Products,3,2,0,1
2,INT,PBI,Japan,Third Party Products,10,5,1,3
4,EML,MAM,Venezuela,Deposit Products,50,19,3,27
4,BRH,EBP,Switzerland,Deposit Products,7,4,1,2
2,INT,RPB,Germany,Fee Based Products,2,2,0,-0
1,EML,FRT,Mexico,Deposit Products,5,3,1,1
2,BRH,AGR,Switzerland,Other Products,3,2,0,1
4,TEL,EBP,Venezuela,Revolving Credit Products,4,2,0,2
2,MAL,PBI,Denmark,Credit Products,72,80,15,-24
3,EVE,EBP,Mexico,Other Products,12,10,2,-0
1,CCT,RPB,Switzerland,Fee Based Products,4,3,1,1
4,BRH,FRT,Israel,Deposit Products,2,3,1,-1
4,BRH,MRT,Columbia,Third Party Products,3,4,1,-1
2,BRH,CRE,USA,Third Party Products,5,4,1,1
1,BRH,WEB,Switzerland,Third Party Products,3,1,0,2
1,CCT,WEM,Spain,Revolving Credit Products,3,2,0,0
1,INT,RPB,New Zealand,Deposit Products,20,15,2,2
3,BRH,FRT,Puerto Rico,Credit Products,19,21,5,-7
1,INT,AGR,Uruguay,Fee Based Products,3,4,0,-1
3,BRH,FRT,Brazil,Revolving Credit Products,16,11,2,2
3,BRH,WEM,Denmark,Deposit Products,12,9,1,2
2,BRH,FRT,Spain,Other Products,2,2,0,-1
4,BRH,WEB,South Africa,Other Products,6,6,1,-0
1,EML,MAM,Switzerland,Fee Based Products,3,3,1,-1
2,EML,RPB,Belgium,Revolving Credit Products,5,6,1,-2
3,INT,FRT,Costa Rica,Deposit Products,13,16,2,-5
4,MAL,MAM,Sweden,Third Party Products,58,45,9,4
2,INT,MRT,India,Fee Based Products,2,2,1,-1
3,INT,WEM,New Zealand,Other Products,12,12,2,-1
4,CCT,PBI,Australia,Third Party Products,3,4,1,-1
1,EML,MFN,Philippines,Revolving Credit Products,3,2,0,1
4,BRH,AGR,USA,Fee Based Products,3,3,0,-0
1,CCT,MRT,Brazil,Deposit Products,3,2,1,-0
4,INT,RPB,Belgium,Other Products,3,4,0,-1
2,EML,RPB,Canada,Other Products,10,4,1,5
1,BRH,FRT,Brazil,Credit Products,2,1,0,1
1,CCT,WEB,South Africa,Third Party Products,3,2,0,1
3,TEL,WEB,Canada,Other Products,12,15,3,-6
2,BRH,MRT,Denmark,Third Party Products,2,2,0,0
2,BRH,PBI,Guatemala,Credit Products,6,7,1,-2
2,CCT,PBI,Australia,Credit Products,3,1,0,1
1,INT,FRT,Great Britain,Third Party Products,2,1,0,1
2,BRH,MRT,Belgium,Revolving Credit Products,3,4,1,-1
2,ATM,MAM,Brazil,Revolving Credit Products,56,27,7,23
4,BRH,WEM,Columbia,Fee Based Products,4,5,1,-2
4,INT,RPB,China,Third Party Products,3,2,1,-0
2,CCT,WEB,Hong Kong,Credit Products,3,3,1,-1
4,INT,MRT,Peru,Credit Products,2,2,1,-1
4,CCT,EBP,Switzerland,Deposit Products,3,4,1,-1
4,CCT,PBI,France,Credit Products,4,3,1,0
1,MAL,PBI,Great Britain,Deposit Products,84,63,11,10
1,BRH,MRT,Sweden,Third Party Products,6,4,1,1
2,TEL,WEB,Ireland,Credit Products,9,4,1,3
2,TEL,WEM,USA,Fee Based Products,6,5,1,1
2,INT,WEB,Thailand,Fee Based Products,3,2,0,1
4,INT,MRT,France,Deposit Products,6,6,1,0
1,BRH,MAM,Hong Kong,Other Products,2,1,0,1
3,ATM,FRT,Netherlands,Credit Products,63,74,14,-25
2,EVE,WEB,Great Britain,Credit Products,5,2,0,3
2,BRH,WEB,New Zealand,Credit Products,10,13,3,-5
3,CCT,AFF,USA,Revolving Credit Products,13,4,1,8
3,INT,WEM,Denmark,Deposit Products,11,12,2,-3
4,BRH,WEM,New Zealand,Deposit Products,2,2,0,-0
1,INT,WEM,Japan,Credit Products,20,16,3,1
1,TEL,IAS,USA,Credit Products,33,23,2,7
1,INT,FRT,Norway,Credit Products,3,2,0,-0
2,CCT,MFN,Finland,Deposit Products,7,5,1,1
3,EML,EBP,Netherlands,Deposit Products,15,13,3,-1
4,INT,PBI,New Zealand,Deposit Products,2,2,0,0
3,MOP,WEB,Finland,Other Products,11,6,1,4
4,CCT,EBP,Hong Kong,Revolving Credit Products,3,1,0,1
4,EML,EBP,Guatemala,Revolving Credit Products,3,3,1,-0
2,BRH,MRT,Taiwan,Credit Products,7,8,1,-2
1,BRH,WEB,Sweden,Third Party Products,4,3,1,-0
2,CCT,MAM,Finland,Third Party Products,2,1,0,1
2,EML,WEB,Guam,Revolving Credit Products,40,34,5,2
3,EML,MFN,France,Deposit Products,12,14,2,-4
4,EML,WEM,Czechoslovakia,Deposit Products,5,2,0,3
4,CCT,MRT,New Zealand,Other Products,2,1,0,1
1,BRH,RPB,Australia,Third Party Products,1,1,0,0
1,EML,MAM,Uruguay,Other Products,6,5,1,0
2,EML,EBP,Thailand,Other Products,3,2,1,-0
4,CCT,AGR,Mexico,Fee Based Products,3,3,0,-0
3,BRH,MRT,Spain,Revolving Credit Products,13,16,3,-6
1,INT,WEB,Sweden,Credit Products,39,35,4,-0
1,EML,WEB,Philippines,Deposit Products,4,3,1,-0
2,INT,MFN,Spain,Deposit Products,6,2,0,4
4,ATM,EBP,Spain,Credit Products,163,57,9,98
1,EML,EBP,Canada,Fee Based Products,2,1,0,1
2,INT,WEB,Taiwan,Deposit Products,4,4,1,-1
2,CCT,WEM,Puerto Rico,Other Products,22,14,2,6
2,EML,MFN,Guam,Fee Based Products,2,1,0,0
3,BRH,FRT,Columbia,Credit Products,14,10,2,2
1,BRH,PBI,Ireland,Deposit Products,2,1,0,0
4,EVE,WEB,Korea,Revolving Credit Products,28,32,5,-9
1,CCT,MRT,Japan,Fee Based Products,3,2,0,1
4,INT,MAM,Finland,Deposit Products,8,7,1,-0
2,BRH,FRT,Norway,Credit Products,29,11,2,16
1,CCT,PBI,Japan,Revolving Credit Products,6,5,1,-0
1,BRH,AGR,Mexico,Fee Based Products,5,6,1,-2
4,CCT,WEB,New Zealand,Other Products,2,2,0,0
1,MOP,WEB,Australia,Deposit Products,2,2,0,0
4,EML,PBI,Brazil,Deposit Products,3,3,0,0
2,ATM,EBP,Netherlands,Other Products,57,66,12,-22
2,BRH,FRT,Ireland,Deposit Products,3,2,0,1
1,CCT,AGR,Guatemala,Third Party Products,3,2,0,0
3,TEL,MFN,Spain,Revolving Credit Products,15,16,2,-3
4,INT,EBP,France,Credit Products,11,5,1,5
2,EML,FRT,Finland,Deposit Products,8,10,1,-3
2,BRH,FRT,Spain,Deposit Products,9,6,1,3
2,TEL,EBP,Brazil,Other Products,33,29,6,-2
1,INT,WEM,Switzerland,Deposit Products,3,1,0,1
2,INT,FRT,Puerto Rico,Deposit Products,3,2,0,1
2,BRH,MFN,Thailand,Revolving Credit Products,4,5,1,-1
1,INT,WEB,Spain,Credit Products,13,11,2,0
1,INT,WEB,Netherlands,Deposit Products,2,2,0,-0
4,CCT,MRT,Canada,Revolving Credit Products,16,13,3,0
2,BRH,AGR,Columbia,Third Party Products,3,1,0,1
2,CCT,RPB,Netherlands,Revolving Credit Products,11,15,2,-6
1,ATM,MAM,Ireland,Other Products,56,64,10,-17
2,BRH,RPB,Columbia,Credit Products,4,2,1,1
1,INT,MAM,Switzerland,Deposit Products,3,2,0,0
1,INT,EBP,Great Britain,Credit Products,25,15,4,7
4,CCT,FRT,China,Deposit Products,3,2,1,0
2,INT,WEB,Switzerland,Other Products,3,2,0,0
2,CCT,AGR,Guatemala,Third Party Products,3,3,1,-1
2,BRH,MFN,Netherlands,Deposit Products,3,1,0,1
4,CCT,RPB,Great Britain,Third Party Products,3,2,0,1
2,INT,WEM,Canada,Other Products,45,31,6,8
1,CCT,RPB,Brazil,Credit Products,2,3,0,-1
1,BRH,PBI,Netherlands,Revolving Credit Products,4,2,0,1
1,INT,AGR,Mexico,Fee Based Products,5,2,0,2
2,CCT,EBP,Korea,Deposit Products,3,1,0,2
2,ATM,PBI,China,Deposit Products,56,53,6,-3
4,CCT,FRT,Panama,Credit Products,17,14,1,2
1,BRH,MRT,Spain,Other Products,3,2,0,1
4,ATM,MRT,Australia,Credit Products,147,118,12,17
3,TEL,MFN,Oman,Credit Products,17,7,2,9
2,EML,FRT,Switzerland,Revolving Credit Products,6,5,1,-0
2,BRH,MFN,France,Deposit Products,4,3,1,0
1,EML,MRT,Canada,Revolving Credit Products,11,6,1,4
1,EML,MRT,Canada,Third Party Products,16,7,1,9
3,EML,AGR,Columbia,Deposit Products,11,10,2,-0
3,BRH,WEB,Argentina,Revolving Credit Products,22,25,6,-9
3,BRH,EBP,Columbia,Other Products,14,9,2,3
2,BRH,MFN,Korea,Deposit Products,2,1,0,0
3,INT,MRT,Sweden,Other Products,12,13,3,-4
4,CCT,MFN,Great Britain,Credit Products,36,27,6,3
1,CCT,MAM,Guam,Credit Products,17,9,2,6
4,EML,FRT,Argentina,Deposit Products,4,5,1,-2
3,INT,AGR,Uruguay,Credit Products,20,14,3,3
2,BRH,WEB,China,Other Products,12,4,1,7
1,DSA,EBP,USA,Credit Products,3,4,1,-2
2,EML,MFN,Finland,Other Products,3,2,0,-0
4,INT,WEB,Ireland,Deposit Products,4,2,0,2
1,BRH,AGR,USA,Deposit Products,19,17,3,-1
1,INT,WEB,Ecuador,Deposit Products,21,10,1,10
4,BRH,FRT,Finland,Deposit Products,6,7,1,-2
2,TEL,WEB,Spain,Deposit Products,30,30,3,-3
4,EML,RPB,Ecuador,Deposit Products,3,1,0,1
2,INT,FRT,Japan,Revolving Credit Products,7,8,2,-3
2,BRH,FRT,Germany,Fee Based Products,3,3,0,-1
3,CCT,MFN,Great Britain,Credit Products,26,19,4,4
1,CCT,MAM,Costa Rica,Credit Products,2,1,0,0
4,EML,WEM,Spain,Fee Based Products,29,13,3,13
4,MOP,WEB,Thailand,Credit Products,4,1,0,3
1,CCT,MFN,Australia,Credit Products,28,12,2,14
2,BRH,EBP,Costa Rica,Revolving Credit Products,2,3,1,-1
1,EML,MAM,Brazil,Credit Products,5,6,1,-3
2,ATM,EBP,Malaysia,Revolving Credit Products,58,73,15,-30
2,INT,MFN,Norway,Deposit Products,2,1,0,1
3,EML,EBP,Costa Rica,Deposit Products,23,10,2,10
1,EML,PBI,Malaysia,Deposit Products,4,3,1,0
4,EML,PBI,Poland,Deposit Products,3,2,0,1
1,CCT,MAM,Switzerland,Deposit Products,3,3,1,-0
4,BRH,EBP,Australia,Third Party Products,13,15,2,-4
2,EML,WEB,Netherlands,Revolving Credit Products,2,1,0,1
1,EML,WEB,Norway,Deposit Products,2,1,0,0
2,TEL,PBI,Canada,Credit Products,3,1,0,1
3,BRH,PBI,Uruguay,Revolving Credit Products,12,10,2,0
4,CCT,WEB,Great Britain,Fee Based Products,7,7,1,-2
4,BRH,FRT,Great Britain,Fee Based Products,3,3,1,-1
1,BRH,AGR,Switzerland,Other Products,3,2,0,1
3,EML,MRT,Columbia,Revolving Credit Products,13,12,1,0
4,BRH,EBP,Panama,Other Products,4,4,1,-1
3,MOP,STF,USA,Other Products,12,4,1,7
4,EML,PBI,Indonesia,Deposit Products,3,2,0,1
4,BRH,MRT,Belgium,Revolving Credit Products,4,3,1,-0
1,MOP,WEB,Thailand,Credit Products,4,3,1,0
4,CCT,WEB,China,Deposit Products,3,1,0,2
4,CCT,WEB,Canada,Third Party Products,1,1,0,1
1,BRH,RPB,Japan,Fee Based Products,2,2,0,-1
1,EML,MAM,Brazil,Deposit Products,3,3,1,-1
3,BRH,MAM,Finland,Third Party Products,12,8,1,3
2,INT,MRT,Poland,Deposit Products,3,2,1,0
2,EML,FRT,Columbia,Other Products,17,17,2,-2
3,MAL,WEM,France,Deposit Products,65,82,18,-35
3,BRH,MFN,Spain,Other Products,12,10,2,1
3,CCT,MAM,Australia,Credit Products,30,38,8,-16
4,CCT,AGR,Mexico,Credit Products,69,38,7,24
3,INT,AGR,Venezuela,Deposit Products,12,8,1,3
4,INT,MRT,Mexico,Fee Based Products,2,1,0,0
1,BRH,EBP,Finland,Revolving Credit Products,6,7,1,-2
4,ATM,EBP,Costa Rica,Other Products,139,124,14,2
3,EML,RPB,Great Britain,Other Products,15,12,3,-1
1,ATM,MFN,Great Britain,Other Products,58,33,6,18
3,INT,MFN,Great Britain,Fee Based Products,12,16,3,-6
2,CCT,AGR,Chile,Credit Products,27,18,4,6
1,CCT,WEB,Singapore,Deposit Products,4,4,0,-1
4,EML,WEM,Venezuela,Other Products,5,2,0,2
2,INT,RPB,China,Third Party Products,2,2,0,-0
4,CCT,RPB,Japan,Credit Products,2,1,0,1
2,CCT,CAM,USA,Fee Based Products,3,2,0,1
1,TEL,MFN,Poland,Deposit Products,3,3,0,-1
4,BRH,FRT,Spain,Fee Based Products,2,1,0,0
2,INT,IAS,USA,Fee Based Products,5,5,1,-2
2,BRH,MAM,Korea,Credit Products,2,1,0,-0
3,BRH,EBP,Australia,Third Party Products,13,11,3,-1
4,CCT,RPB,Canada,Fee Based Products,5,3,1,2
4,BRH,EBP,Chile,Credit Products,4,1,0,2
1,EML,EBP,Germany,Fee Based Products,3,3,1,-1
2,DSA,MAM,USA,Other Products,5,2,0,2
2,CCT,FRT,Columbia,Deposit Products,12,12,2,-2
1,CCT,WEB,Norway,Revolving Credit Products,20,24,6,-10
4,MOP,WEB,Germany,Deposit Products,3,1,0,1
4,INT,MRT,Mexico,Other Products,20,15,2,4
2,BRH,WEM,Belgium,Revolving Credit Products,2,2,0,-0
3,CCT,MFN,Poland,Revolving Credit Products,12,14,3,-4
2,EML,MRT,Belgium,Credit Products,2,1,0,1
4,TEL,MFN,Poland,Deposit Products,4,3,1,-0
2,BRH,MFN,Indonesia,Revolving Credit Products,15,20,3,-8
1,EML,WEM,Japan,Other Products,6,7,2,-3
1,BRH,WEB,Norway,Credit Products,14,5,1,8
4,CCT,WEB,Netherlands,Credit Products,38,50,11,-23
2,ATM,PBI,Venezuela,Revolving Credit Products,74,93,18,-37
2,BRH,FRT,Nigeria,Credit Products,3,2,0,1
3,BRH,WEB,Venezuela,Other Products,13,12,3,-2
2,TEL,FRT,Mexico,Deposit Products,4,3,0,0
4,CCT,PBI,Finland,Other Products,11,9,2,-1
1,EML,WEM,Hong Kong,Credit Products,14,15,3,-5
4,TEL,FRT,Great Britain,Deposit Products,4,2,0,1
1,INT,WEB,Switzerland,Other Products,3,2,0,1
