ship,order_id,item_id,item_desc,quantity,price,order_date,delivery_date,delivery_place,received_date,supplier,delivery_cost,order_year
Ship-9,356418608101,601.026.029,Felt Ring,8,227.20000000000002,2018-04-17,2018-04-24,Delivery Place-105,2018-05-10,Supplier-447,NA,2018
Ship-9,356418608101,601.026.120,"Fuel Valve, Complete",3,124766.88,2018-04-17,2018-04-24,Delivery Place-105,2018-05-10,Supplier-447,NA,2018
Ship-9,356418608101,601.026.128,O-Ring,15,306.72,2018-04-17,2018-04-24,Delivery Place-105,2018-05-10,Supplier-447,NA,2018
Ship-9,356418608101,601.026.095,O-Ring,8,227.20000000000002,2018-04-17,2018-04-24,Delivery Place-105,2018-05-10,Supplier-447,NA,2018
Ship-9,356418608101,601.026.051,"Puncture Valve, Complete",4,38908,2018-04-17,2018-04-24,Delivery Place-105,NA,Supplier-447,NA,2018
Ship-9,356418608101,601.026.127,Screw,10,227.20000000000002,2018-04-17,2018-04-24,Delivery Place-105,2018-05-10,Supplier-447,NA,2018
Ship-9,356418608101,601.026.037,Sealing Ring,30,1817.6000000000001,2018-04-17,2018-04-24,Delivery Place-105,2018-05-10,Supplier-447,NA,2018
Ship-9,356418608101,601.026.043,Sealing Ring,30,227.20000000000002,2018-04-17,2018-04-24,Delivery Place-105,2018-05-10,Supplier-447,NA,2018
Ship-10,356518607301,601.068.025,Filter For Pressure Reducer,2,2562.2985875,2018-04-17,2018-04-23,Delivery Place-105,2018-05-02,Supplier-224,NA,2018
Ship-10,356518607301,601.068.013,Scavenging Air Filter,6,812.4361375,2018-04-17,2018-04-23,Delivery Place-105,2018-05-02,Supplier-224,NA,2018
Ship-10,356518607301,601.068.024,Gasket For Measuring Head,1,5387.076542499999,2018-04-17,2018-04-23,Delivery Place-105,2018-05-02,Supplier-224,NA,2018
Ship-19,376318609201,601.026.128,"Spindle Guide, Complete",3,94174.40000000001,2018-04-19,2018-04-20,Delivery Place-46,2018-04-21,Supplier-447,NA,2018
Ship-19,376318609201,601.026.049,"Pump Barrel, Complete",1,165117.6,2018-04-19,2018-04-20,Delivery Place-46,2018-04-21,Supplier-447,NA,2018
Ship-19,376318609201,601.026.026,Back-Up Ring,14,1249.6000000000001,2018-04-19,2018-04-20,Delivery Place-46,2018-04-21,Supplier-447,NA,2018
Ship-19,376318609201,601.026.131,O-Ring,14,306.72,2018-04-19,2018-04-20,Delivery Place-46,2018-04-21,Supplier-447,NA,2018
Ship-19,376318609201,601.026.018,Back-Up Ring,7,1760.8,2018-04-19,2018-04-20,Delivery Place-46,2018-04-21,Supplier-447,NA,2018
Ship-19,376318609201,601.026.127,O-Ring,14,306.72,2018-04-19,2018-04-20,Delivery Place-46,2018-04-21,Supplier-447,NA,2018
Ship-19,376318609201,601.026.050,Pump barrel and Top,1,260144,2018-04-19,2018-04-20,Delivery Place-46,2018-04-21,Supplier-447,NA,2018
Ship-19,376318609201,601.026.133,O-Ring,14,306.72,2018-04-19,2018-04-20,Delivery Place-46,2018-04-21,Supplier-447,NA,2018
Ship-19,376318609201,601.026.027,Sealing Ring,7,306.72,2018-04-19,2018-04-20,Delivery Place-46,2018-04-21,Supplier-447,NA,2018
Ship-19,376318609201,601.026.125,Nozzle IMO Number 1846775-8,3,32660,2018-04-19,2018-04-20,Delivery Place-46,2018-04-21,Supplier-447,NA,2018
Ship-19,376318609201,601.026.017,O-Ring,7,465.76,2018-04-19,2018-04-20,Delivery Place-46,2018-04-21,Supplier-447,NA,2018
Ship-11,356718607201,601.026.130,"O-ring, Viton",30,306.72,2018-04-20,2018-04-30,Delivery Place-105,2018-05-15,Supplier-447,NA,2018
Ship-11,356718607201,601.026.128,"O-ring, Viton",30,306.72,2018-04-20,2018-04-30,Delivery Place-105,2018-05-15,Supplier-447,NA,2018
Ship-11,356718607201,601.026.052,Suction valve,5,39305.6,2018-04-20,2018-04-30,Delivery Place-105,2018-05-15,Supplier-447,NA,2018
Ship-11,356718607201,601.026.140,Additional disc +15 bar,30,2101.6,2018-04-20,2018-04-30,Delivery Place-105,2018-05-15,Supplier-447,NA,2018
Ship-11,356718607201,601.026.139,Spindle guide incl. nozzle,11,94174.40000000001,2018-04-20,2018-04-30,Delivery Place-105,2018-05-15,Supplier-447,NA,2018
Ship-19,376318611601,601.026.273,Cone for sealing ring,1,8179.2,2018-05-14,2018-06-11,Delivery Place-105,2018-06-24,Supplier-447,NA,2018
Ship-19,376318611601,601.026.035,"Pressure spring, right-h.",5,1249.6000000000001,2018-05-14,2018-06-11,Delivery Place-105,2018-06-24,Supplier-447,NA,2018
Ship-19,376318611601,601.026.274,Pushing tool,1,18119.2,2018-05-14,2018-06-11,Delivery Place-105,2018-06-24,Supplier-447,NA,2018
Ship-19,376318611601,601.012.069,O-ring with back-up ring 110-115mm,5,1533.6000000000001,2018-05-14,2018-06-11,Delivery Place-105,2018-06-24,Supplier-447,NA,2018
Ship-19,376318611601,601.079.352,"Flexible H.P. hose, 900 bar, L=1.5 m",4,25105.600000000002,2018-05-14,2018-06-11,Delivery Place-105,2018-06-24,Supplier-447,NA,2018
Ship-19,376318611601,601.026.033,"O-ring, Viton",15,306.72,2018-05-14,2018-06-11,Delivery Place-105,2018-06-24,Supplier-447,NA,2018
Ship-19,376318611601,601.079.426,Adapter for socket wrench,2,1874.3999999999999,2018-05-14,2018-06-11,Delivery Place-105,2018-06-24,Supplier-447,NA,2018
Ship-19,376318611601,601.026.271,"Pushing tool, seals",1,21016,2018-05-14,2018-06-11,Delivery Place-105,2018-06-24,Supplier-447,NA,2018
Ship-19,376318611601,601.026.275,Compression tool,1,11871.199999999999,2018-05-14,2018-06-11,Delivery Place-105,2018-06-24,Supplier-447,NA,2018
Ship-19,376318611601,601.079.457,O-ring with back-up ring 55-60mm,5,1022.4,2018-05-14,2018-06-11,Delivery Place-105,2018-06-24,Supplier-447,NA,2018
Ship-19,376318611601,601.012.068,O-ring with back-up ring 70-75mm,5,1113.28,2018-05-14,2018-06-11,Delivery Place-105,2018-06-24,Supplier-447,NA,2018
Ship-19,376318611601,601.079.353,"Flexible H.P. hose, 900 bar, L=3 m",4,30501.600000000002,2018-05-14,2018-06-11,Delivery Place-105,2018-06-24,Supplier-447,NA,2018
Ship-19,376318611601,601.026.206,Cover,1,62423.200000000004,2018-05-14,2018-06-11,Delivery Place-105,2018-06-24,Supplier-447,NA,2018
Ship-19,376318611601,601.010.153,Sealing and back-up ring 120-130 mm,5,2044.8,2018-05-14,2018-06-11,Delivery Place-105,2018-06-24,Supplier-447,NA,2018
Ship-19,376318611601,601.079.355,"9-way distributing piece, complete",1,57481.6,2018-05-14,2018-06-11,Delivery Place-105,2018-06-24,Supplier-447,NA,2018
Ship-19,376318611601,601.026.272,"Compression tool, seals",1,11530.4,2018-05-14,2018-06-11,Delivery Place-105,2018-06-24,Supplier-447,NA,2018
Ship-19,376318611601,601.079.423,Torque wrench 8-40 Nm,1,60696.48,2018-05-14,2018-06-11,Delivery Place-105,2018-06-24,Supplier-447,NA,2018
Ship-19,376318611601,601.079.424,Torque wrench 40-200 Nm,1,46178.4,2018-05-14,2018-06-11,Delivery Place-105,2018-06-24,Supplier-447,NA,2018
Ship-19,376318611601,601.026.037,Sealing ring,30,1817.6000000000001,2018-05-14,2018-06-11,Delivery Place-105,2018-06-24,Supplier-447,NA,2018
Ship-19,376318611601,601.026.270,Cone for sealing ring,1,9088,2018-05-14,2018-06-11,Delivery Place-105,2018-06-24,Supplier-447,NA,2018
Ship-19,376318611601,601.079.456,O-ring with back-up ring 65-70mm,5,1011.04,2018-05-14,2018-06-11,Delivery Place-105,2018-06-24,Supplier-447,NA,2018
Ship-19,376318611601,601.026.034,Sealing ring,15,1022.4,2018-05-14,2018-06-11,Delivery Place-105,2018-06-24,Supplier-447,NA,2018
Ship-19,376318611601,601.010.154,Sealing and back-up ring 80-90 mmm,5,1136,2018-05-14,2018-06-11,Delivery Place-105,2018-06-24,Supplier-447,NA,2018
Ship-13,367518611601,601.026.130,"O-ring, Viton",4,306.72,2018-05-16,2018-05-28,Delivery Place-105,2018-07-21,Supplier-447,NA,2018
Ship-13,367518611601,601.026.139,Spindle guide incl. nozzle,8,94174.40000000001,2018-05-16,2018-05-28,Delivery Place-105,2018-07-21,Supplier-447,NA,2018
Ship-13,367518611601,601.026.027,"O-ring, Viton",2,306.72,2018-05-16,2018-05-28,Delivery Place-105,2018-07-21,Supplier-447,NA,2018
Ship-13,367518611601,601.002.005,O-ring,16,7440.8,2018-05-16,2018-05-28,Delivery Place-105,2018-07-21,Supplier-447,NA,2018
Ship-13,367518611601,601.028.001,High press. fuel oil pipe,1,92072.8,2018-05-16,2018-05-28,Delivery Place-105,2018-07-21,Supplier-447,NA,2018
Ship-13,367518611601,601.003.005,Gasket,16,1533.6000000000001,2018-05-16,2018-05-28,Delivery Place-105,2018-07-21,Supplier-447,NA,2018
Ship-13,367518611601,601.026.051,Puncture valve,2,38908,2018-05-16,2018-05-28,Delivery Place-105,2018-07-21,Supplier-447,NA,2018
Ship-13,367518611601,601.026.017,"O-ring, Viton",8,465.76,2018-05-16,2018-05-28,Delivery Place-105,2018-07-21,Supplier-447,NA,2018
Ship-13,367518611601,601.010.052,Sealing ring,8,4203.2,2018-05-16,2018-05-28,Delivery Place-105,2018-07-21,Supplier-447,NA,2018
Ship-13,367518611601,601.026.018,"Back-up ring, PTFE",8,1760.8,2018-05-16,2018-05-28,Delivery Place-105,2018-07-21,Supplier-447,NA,2018
Ship-13,367518611601,601.026.128,"O-ring, Viton",10,306.72,2018-05-16,2018-05-28,Delivery Place-105,2018-07-21,Supplier-447,NA,2018
Ship-13,367518611601,601.002.006,Cooling jacket,1,104057.59999999999,2018-05-16,2018-05-28,Delivery Place-105,2018-07-21,Supplier-447,NA,2018
Ship-13,367518611601,601.026.126,"O-ring, Viton",4,306.72,2018-05-16,2018-05-28,Delivery Place-105,2018-07-21,Supplier-447,NA,2018
Ship-13,367518611601,601.002.166,Spring,8,9258.4,2018-05-16,2018-05-28,Delivery Place-105,2018-07-21,Supplier-447,NA,2018
Ship-13,367518611601,601.026.026,"Back-up ring, PTFE",2,1249.6000000000001,2018-05-16,2018-05-28,Delivery Place-105,2018-07-21,Supplier-447,NA,2018
Ship-13,367518611601,601.028.010,High press. fuel oil pipe,1,92072.8,2018-05-16,2018-05-28,Delivery Place-105,2018-07-21,Supplier-447,NA,2018
Ship-13,367518611601,601.003.014,Gasket,8,3578.4,2018-05-16,2018-05-28,Delivery Place-105,2018-07-21,Supplier-447,NA,2018
Ship-13,367518611601,601.010.035,"O-ring, Viton",16,227.20000000000002,2018-05-16,2018-05-28,Delivery Place-105,2018-07-21,Supplier-447,NA,2018
Ship-13,367518611601,601.026.025,"O-ring, Viton",8,636.1600000000001,2018-05-16,2018-05-28,Delivery Place-105,2018-07-21,Supplier-447,NA,2018
Ship-13,367518611601,601.055.089,Spray nozzle,6,6248,2018-05-16,2018-05-28,Delivery Place-105,2018-07-21,Supplier-447,NA,2018
Ship-13,367518611601,601.003.015,Piston cleaning ring,4,54300.799999999996,2018-05-16,2018-05-28,Delivery Place-105,2018-07-21,Supplier-447,NA,2018
Ship-13,367518611602,601.026.052,"Suction Valve, Complete",4,39305.6,2018-05-16,2018-05-21,Delivery Place-78,2018-07-21,Supplier-447,NA,2018
Ship-13,367518612601,601.003.011,Gasket,20,227.20000000000002,2018-05-16,2018-05-28,Delivery Place-105,2018-07-18,Supplier-447,NA,2018
Ship-13,367518612601,601.003.013,O-ring,32,306.72,2018-05-16,2018-05-28,Delivery Place-105,2018-07-18,Supplier-447,NA,2018
Ship-13,367518612601,601.002.293,Gasket,8,386.24,2018-05-16,2018-05-28,Delivery Place-105,2018-07-18,Supplier-447,NA,2018
Ship-13,367518612601,601.002.286,Gasket,16,227.20000000000002,2018-05-16,2018-05-28,Delivery Place-105,2018-07-18,Supplier-447,NA,2018
Ship-13,367518612601,601.003.015,Piston cleaning ring,8,54300.799999999996,2018-05-16,2018-05-28,Delivery Place-105,2018-07-18,Supplier-447,NA,2018
Ship-13,367518612601,601.002.284,Gasket,16,227.20000000000002,2018-05-16,2018-05-28,Delivery Place-105,2018-07-18,Supplier-447,NA,2018
Ship-13,367518612601,601.004.020,O-ring,8,681.6,2018-05-16,2018-05-28,Delivery Place-105,2018-07-18,Supplier-447,NA,2018
Ship-13,367518612601,601.003.007,"O-ring, Viton",16,3578.4,2018-05-16,2018-05-28,Delivery Place-105,2018-07-18,Supplier-447,NA,2018
Ship-13,367518612602,601.004.006,Piston Ring No. 2 And No.4,16,23174.399999999998,2018-05-16,2018-06-04,Delivery Place-105,2018-07-18,Supplier-373,NA,2018
Ship-13,367518612602,601.004.007,Piston Ring No. 3,8,23174.399999999998,2018-05-16,2018-06-04,Delivery Place-105,2018-07-18,Supplier-373,NA,2018
Ship-13,367518612602,601.004.005,Piston Ring No. 1,8,44372.16,2018-05-16,2018-06-04,Delivery Place-105,2018-07-18,Supplier-373,NA,2018
Ship-21,376518612501,601.002.168,Piston Ring,12,3464.7999999999997,2018-05-16,2018-06-08,Delivery Place-105,2018-08-15,Supplier-447,NA,2018
Ship-21,376518612501,601.002.078,Valve Spindle,4,204025.6,2018-05-16,2018-06-08,Delivery Place-105,2018-08-15,Supplier-447,NA,2018
Ship-21,376518612501,601.002.001,Nut,3,5055.2,2018-05-16,2018-06-08,Delivery Place-105,2018-08-15,Supplier-447,NA,2018
Ship-21,376518612501,601.002.108,Sealing Ring,7,227.20000000000002,2018-05-16,2018-06-08,Delivery Place-105,2018-08-15,Supplier-447,NA,2018
Ship-21,376518612501,601.002.075,Bottom Piece,4,45042.4,2018-05-16,2018-06-08,Delivery Place-105,2018-08-15,Supplier-447,NA,2018
Ship-21,376518612501,601.002.077,Sealing Ring,10,7100,2018-05-16,2018-06-08,Delivery Place-105,2018-08-15,Supplier-447,NA,2018
Ship-21,376518612501,601.002.002,Stud,4,19709.600000000002,2018-05-16,2018-06-08,Delivery Place-105,2018-08-15,Supplier-447,NA,2018
Ship-21,376518612501,601.002.114,Packing,7,1817.6000000000001,2018-05-16,2018-06-08,Delivery Place-105,2018-08-15,Supplier-447,NA,2018
Ship-21,376518612501,601.002.111,O-Ring,7,227.20000000000002,2018-05-16,2018-06-08,Delivery Place-105,2018-08-15,Supplier-447,NA,2018
Ship-21,376518612501,601.002.074,Screw,14,227.20000000000002,2018-05-16,2018-06-08,Delivery Place-105,2018-08-15,Supplier-447,NA,2018
Ship-21,376518612501,601.002.073,Spring Pin,7,227.20000000000002,2018-05-16,2018-06-08,Delivery Place-105,2018-08-15,Supplier-447,NA,2018
Ship-14,367618605001,601.026.137,Disc,15,2101.6,2018-05-24,2018-06-18,Delivery Place-105,2018-09-04,Supplier-447,NA,2018
Ship-14,367618605001,601.002.076,O-Ring,6,147759.52,2018-05-24,2018-06-18,Delivery Place-105,2018-09-04,Supplier-447,NA,2018
Ship-14,367618605001,601.026.128,O-Ring,18,306.72,2018-05-24,2018-06-18,Delivery Place-105,2018-09-04,Supplier-447,NA,2018
Ship-14,367618605001,601.002.075,Bottom Piece,1,45042.4,2018-05-24,2018-06-18,Delivery Place-105,2018-09-04,Supplier-447,NA,2018
Ship-14,367618605001,601.026.136,Spring,5,965.6,2018-05-24,2018-06-18,Delivery Place-105,2018-09-04,Supplier-447,NA,2018
Ship-14,367618605001,601.002.077,Sealing Ring,6,7100,2018-05-24,2018-06-18,Delivery Place-105,2018-09-04,Supplier-447,NA,2018
Ship-14,367618605001,601.002.078,Valve Spindle,1,204025.6,2018-05-24,2018-06-18,Delivery Place-105,2018-09-04,Supplier-447,NA,2018
Ship-20,376418609301,601.001.001,"Thermocouple TC-87-02,  Model: MPT 100K, Type: K, Temp :0-600 'C, Class:B, Tube:",4,11274.1895704,2018-05-24,2018-05-31,Delivery Place-77,2018-07-04,Supplier-256,NA,2018
Ship-13,367518613801,601.059.067,Thermometer D=13mm L=350mm 50-650?C,3,33886.88,2018-05-25,2018-07-09,Delivery Place-105,2018-07-15,Supplier-447,NA,2018
Ship-9,356418610301,601.003.013,O-ring,50,306.72,2018-06-03,2018-06-12,Delivery Place-105,2018-06-18,Supplier-447,2414,2018
Ship-14,367618607201,601.059.030,"Resist. thermom. NiCr-Ni, L=200mm, 0-600 C",2,26184.8,2018-06-06,2018-06-13,Delivery Place-105,2018-09-01,Supplier-447,NA,2018
Ship-9,356418612401,601.071.007,5/2-way valve,1,37885.6,2018-06-07,2018-06-12,Delivery Place-105,2018-06-18,Supplier-447,NA,2018
Ship-9,356418612401,601.071.006,Screw,2,227.20000000000002,2018-06-07,2018-06-12,Delivery Place-105,2018-06-18,Supplier-447,NA,2018
Ship-20,376418611701,601.002.131,"O-ring, Viton",10,522.5600000000001,2018-06-14,2018-06-18,Delivery Place-105,2018-07-04,Supplier-447,NA,2018
Ship-20,376418611701,601.002.134,"O-ring, Viton",10,306.72,2018-06-14,2018-06-18,Delivery Place-105,2018-07-04,Supplier-447,NA,2018
Ship-20,376418611701,601.002.143,"O-ring, Viton",10,386.24,2018-06-14,2018-06-18,Delivery Place-105,2018-07-04,Supplier-447,NA,2018
Ship-20,376418611701,601.002.137,Serrated lock washer,12,227.20000000000002,2018-06-14,2018-06-18,Delivery Place-105,2018-07-04,Supplier-447,NA,2018
Ship-20,376418611701,601.002.133,Non-return valve,2,4828,2018-06-14,2018-06-18,Delivery Place-105,2018-07-04,Supplier-447,NA,2018
Ship-20,376418611701,601.002.139,Guide ring,4,4203.2,2018-06-14,2018-06-18,Delivery Place-105,2018-07-04,Supplier-447,NA,2018
Ship-20,376418611701,601.002.135,Sealing ring f. valve stem,8,3067.2000000000003,2018-06-14,2018-06-18,Delivery Place-105,2018-07-04,Supplier-447,NA,2018
Ship-20,376418611701,601.002.086,O-ring,10,227.20000000000002,2018-06-14,2018-06-18,Delivery Place-105,2018-07-04,Supplier-447,NA,2018
Ship-20,376418611701,601.002.071,"O-ring, Viton",10,1022.4,2018-06-14,2018-06-18,Delivery Place-105,2018-07-04,Supplier-447,NA,2018
Ship-20,376418611701,601.002.088,Gasket,10,227.20000000000002,2018-06-14,2018-06-18,Delivery Place-105,2018-07-04,Supplier-447,NA,2018
Ship-20,376418611701,601.002.084,Gasket,10,227.20000000000002,2018-06-14,2018-06-18,Delivery Place-105,2018-07-04,Supplier-447,NA,2018
Ship-21,376518617401,601.026.106,Scraper ring,7,2669.6,2018-06-14,2018-06-18,Delivery Place-105,2018-08-15,Supplier-447,NA,2018
Ship-21,376518617401,601.026.085,Sealing bush,1,19028,2018-06-14,2018-06-18,Delivery Place-105,2018-08-15,Supplier-447,NA,2018
Ship-21,376518617401,601.002.286,Gasket,14,227.20000000000002,2018-06-14,2018-06-18,Delivery Place-105,2018-08-15,Supplier-447,NA,2018
Ship-21,376518617401,601.026.027,"O-ring, Viton",10,306.72,2018-06-14,2018-06-18,Delivery Place-105,2018-08-15,Supplier-447,NA,2018
Ship-21,376518617401,601.026.102,Scraper ring - axial,7,3124,2018-06-14,2018-06-18,Delivery Place-105,2018-08-15,Supplier-447,NA,2018
Ship-21,376518617401,601.002.293,Gasket,14,386.24,2018-06-14,2018-06-18,Delivery Place-105,2018-08-15,Supplier-447,NA,2018
Ship-21,376518617401,601.026.078,O-ring,10,431.68,2018-06-14,2018-06-18,Delivery Place-105,2018-08-15,Supplier-447,NA,2018
Ship-21,376518617401,601.026.037,Sealing ring,10,1817.6000000000001,2018-06-14,2018-06-18,Delivery Place-105,2018-08-15,Supplier-447,NA,2018
Ship-21,376518617401,601.026.010,Shim,10,2158.4,2018-06-14,2018-06-18,Delivery Place-105,2018-08-15,Supplier-447,NA,2018
Ship-21,376518617401,601.026.043,"O-ring, Viton",10,227.20000000000002,2018-06-14,2018-06-18,Delivery Place-105,2018-08-15,Supplier-447,NA,2018
Ship-21,376518617401,601.028.010,High press. fuel oil pipe,1,95140,2018-06-14,2018-06-18,Delivery Place-105,2018-08-15,Supplier-447,NA,2018
Ship-21,376518617401,601.026.086,"O-ring, Viton",10,374.88,2018-06-14,2018-06-18,Delivery Place-105,2018-08-15,Supplier-447,NA,2018
Ship-21,376518617401,601.026.029,Felt ring,10,227.20000000000002,2018-06-14,2018-06-18,Delivery Place-105,2018-08-15,Supplier-447,NA,2018
Ship-21,376518617401,601.026.084,"O-ring, Viton",10,261.28000000000003,2018-06-14,2018-06-18,Delivery Place-105,2018-08-15,Supplier-447,NA,2018
Ship-21,376518617401,601.002.284,Gasket,14,227.20000000000002,2018-06-14,2018-06-18,Delivery Place-105,2018-08-15,Supplier-447,NA,2018
Ship-21,376518617401,601.026.070,O-ring,10,227.20000000000002,2018-06-14,2018-06-18,Delivery Place-105,2018-08-15,Supplier-447,NA,2018
Ship-21,376518617401,601.003.013,O-ring,28,306.72,2018-06-14,2018-06-18,Delivery Place-105,2018-08-15,Supplier-447,NA,2018
Ship-21,376518617401,601.004.020,O-ring,7,681.6,2018-06-14,2018-06-18,Delivery Place-105,2018-08-15,Supplier-447,NA,2018
Ship-20,376418605201,601.054.008,Shaft,2,6811.861765000001,2018-06-15,2018-07-18,Delivery Place-77,2018-10-20,Supplier-604,3550,2018
Ship-19,376318617401,601.054.004,Sliding bearing,6,3010.4,2018-06-18,2018-06-21,Delivery Place-105,NA,Supplier-447,NA,2018
Ship-19,376318617401,601.054.008,Shaft,1,13745.6,2018-06-18,2018-06-21,Delivery Place-105,NA,Supplier-447,NA,2018
Ship-10,356518614001,601.026.051,Puncture valve,2,38908,2018-07-02,2018-07-09,Delivery Place-105,2018-07-14,Supplier-447,NA,2018
Ship-13,367518615501,601.079.002,"Flexible H.P. hose, 900 bar, L=1.5 m",2,25105.600000000002,2018-07-02,2018-07-04,Delivery Place-105,2018-07-20,Supplier-447,NA,2018
Ship-13,367518615501,601.005.026,"Crosshead bearing, upper part",1,94969.59999999999,2018-07-02,2018-07-04,Delivery Place-105,NA,Supplier-447,NA,2018
Ship-13,367518615501,601.050.097,"Spring, compr. right-hand",8,4487.2,2018-07-02,2018-07-04,Delivery Place-105,2018-07-20,Supplier-447,NA,2018
Ship-13,367518615501,601.004.021,Self-locking nut,16,227.20000000000002,2018-07-02,2018-07-04,Delivery Place-105,2018-07-20,Supplier-447,NA,2018
Ship-13,367518615501,601.010.064,Gasket,8,4203.2,2018-07-02,2018-07-04,Delivery Place-105,2018-07-20,Supplier-447,NA,2018
Ship-13,367518615501,601.004.024,Tension spring,2,2840,2018-07-02,2018-07-04,Delivery Place-105,2018-07-20,Supplier-447,NA,2018
Ship-13,367518615501,601.050.104,"Starting valve, complete",1,147759.52,2018-07-02,2018-07-04,Delivery Place-105,NA,Supplier-447,NA,2018
Ship-13,367518615501,601.004.028,"Sealing ring, complete",3,15449.6,2018-07-02,2018-07-04,Delivery Place-105,2018-07-20,Supplier-447,NA,2018
Ship-13,367518615501,601.002.054,Ball handle,4,9656,2018-07-02,2018-07-04,Delivery Place-105,2018-07-20,Supplier-447,NA,2018
Ship-13,367518615501,601.004.003,"Locking wire, 1.0mm, L=63m",1,11757.6,2018-07-02,2018-07-04,Delivery Place-105,2018-07-20,Supplier-447,NA,2018
Ship-13,367518615501,601.004.035,"Scraper ring, complete",5,13575.199999999999,2018-07-02,2018-07-04,Delivery Place-105,2018-07-20,Supplier-447,NA,2018
Ship-13,367518615501,601.004.042,Fitted bolt,16,6475.2,2018-07-02,2018-07-04,Delivery Place-105,2018-07-20,Supplier-447,NA,2018
Ship-13,367518615501,601.004.023,Scraper ring,5,19652.8,2018-07-02,2018-07-04,Delivery Place-105,2018-07-20,Supplier-447,NA,2018
Ship-13,367518615501,601.050.124,Packing ring,16,227.20000000000002,2018-07-02,2018-07-04,Delivery Place-105,2018-07-20,Supplier-447,NA,2018
Ship-13,367518615501,601.050.092,Castle and slotted nut,4,227.20000000000002,2018-07-02,2018-07-04,Delivery Place-105,2018-07-20,Supplier-447,NA,2018
Ship-13,367518615501,601.005.022,"Crankpin bearing shell, complete",2,84234.40000000001,2018-07-02,2018-07-04,Delivery Place-105,NA,Supplier-447,NA,2018
Ship-13,367518615501,601.004.039,"Scraper ring, complete",6,22833.600000000002,2018-07-02,2018-07-04,Delivery Place-105,2018-07-20,Supplier-447,NA,2018
Ship-13,367518615501,601.005.030,"Crosshead bearing, lower part",1,132230.4,2018-07-02,2018-07-04,Delivery Place-105,NA,Supplier-447,NA,2018
Ship-13,367518615501,601.004.008,Piston crown,2,265767.2,2018-07-02,2018-07-04,Delivery Place-105,2018-07-20,Supplier-447,NA,2018
Ship-11,356718615901,601.054.031,Beltt SPA 1657,9,1215.165,2018-07-05,2018-11-12,Delivery Place-105,2018-11-29,Supplier-428,NA,2018
Ship-21,376518605401,601.002.378,Gasket,10,988.32,2018-07-17,2018-09-17,Delivery Place-105,2018-11-12,Supplier-447,NA,2018
Ship-21,376518605401,601.002.284,Gasket,14,227.20000000000002,2018-07-17,2018-09-17,Delivery Place-105,2018-11-12,Supplier-447,NA,2018
Ship-21,376518605401,601.026.084,Sealing Ring,7,14711.199999999999,2018-07-17,2018-09-17,Delivery Place-105,2018-11-12,Supplier-447,NA,2018
Ship-21,376518605401,601.026.037,Sealing Ring,7,1817.6000000000001,2018-07-17,2018-09-17,Delivery Place-105,2018-11-12,Supplier-447,NA,2018
Ship-21,376518605401,601.026.106,Scrapper Ring,3,19028,2018-07-17,2018-09-17,Delivery Place-105,2018-11-12,Supplier-447,NA,2018
Ship-21,376518605401,601.026.027,Sealing Ring,7,306.72,2018-07-17,2018-09-17,Delivery Place-105,2018-11-12,Supplier-447,NA,2018
Ship-21,376518605401,601.026.131,O-Ring,20,306.72,2018-07-17,2018-09-17,Delivery Place-105,2018-11-12,Supplier-447,NA,2018
Ship-21,376518605401,601.026.006,Packing-Round,10,568,2018-07-17,2018-09-17,Delivery Place-105,2018-11-12,Supplier-447,NA,2018
Ship-21,376518605401,601.026.005,Plug,2,16756,2018-07-17,2018-09-17,Delivery Place-105,2018-11-12,Supplier-447,NA,2018
Ship-21,376518605401,601.050.103,Split Pin,10,227.20000000000002,2018-07-17,2018-09-17,Delivery Place-105,2018-11-12,Supplier-447,NA,2018
Ship-21,376518605401,601.002.168,Piston Ring,15,3464.7999999999997,2018-07-17,2018-09-17,Delivery Place-105,2018-11-12,Supplier-447,NA,2018
Ship-21,376518605401,601.002.022,Gasket,20,670.24,2018-07-17,2018-09-17,Delivery Place-105,2018-11-12,Supplier-447,NA,2018
Ship-21,376518605401,601.002.114,Packing,7,1817.6000000000001,2018-07-17,2018-09-17,Delivery Place-105,2018-11-12,Supplier-447,NA,2018
Ship-21,376518605401,601.026.086,Sealing Ring,7,227.20000000000002,2018-07-17,2018-09-17,Delivery Place-105,2018-11-12,Supplier-447,NA,2018
Ship-21,376518605401,601.002.108,Sealing Ring,7,227.20000000000002,2018-07-17,2018-09-17,Delivery Place-105,2018-11-12,Supplier-447,NA,2018
Ship-21,376518605401,601.026.043,Sealing Ring,10,227.20000000000002,2018-07-17,2018-09-17,Delivery Place-105,2018-11-12,Supplier-447,NA,2018
Ship-21,376518605401,601.026.070,Sealing Ring,5,227.20000000000002,2018-07-17,2018-09-17,Delivery Place-105,2018-11-12,Supplier-447,NA,2018
Ship-21,376518605401,601.026.102,Scaper Ring Axial,3,152973.76,2018-07-17,2018-09-17,Delivery Place-105,2018-11-12,Supplier-447,NA,2018
Ship-21,376518605401,601.026.078,Sealing Ring,5,431.68,2018-07-17,2018-09-17,Delivery Place-105,2018-11-12,Supplier-447,NA,2018
Ship-21,376518605401,601.002.286,Gasket,14,227.20000000000002,2018-07-17,2018-09-17,Delivery Place-105,2018-11-12,Supplier-447,NA,2018
